105,318,269,195
103,321,266,193
101,322,264,195
98,326,261,194
94,328,260,194
93,323,258,202
92,323,257,205
92,332,256,201
93,331,250,204
90,332,248,204
90,334,250,202
91,332,246,205
88,332,248,208
88,333,247,209
87,333,245,211
90,334,242,211
91,335,241,212
90,344,241,205
92,338,241,213
95,338,239,215
97,338,239,214
98,338,238,214
95,338,239,214
95,336,238,214
93,340,238,215
93,344,237,213
94,345,238,215
96,347,237,215
98,346,239,215
101,347,240,217
104,348,241,215
107,353,238,213
107,351,239,215
107,349,239,215
106,350,239,217
105,348,239,215
105,347,239,214
106,347,239,213
106,344,238,212
107,344,239,209
109,338,238,213
109,332,238,217
109,332,238,214
107,330,239,213
105,323,239,214
103,319,242,216
100,316,241,215
97,315,242,214
96,313,241,215
94,314,240,214
93,311,239,216
91,308,239,214
85,304,244,214
80,299,243,213
75,297,242,216
69,293,243,217
66,296,243,216
63,296,243,216
62,297,242,215
62,298,241,215
62,301,241,217
63,300,241,218
63,302,242,218
63,303,242,217
63,305,242,217
63,305,241,218
62,308,241,216
63,308,242,217
63,310,242,215
64,308,241,220
65,307,241,221
66,311,241,217
67,310,241,218
67,312,241,216
68,316,241,213
68,313,241,216
70,313,241,215
71,313,241,215
71,314,241,214
72,314,240,216
72,316,241,217
74,316,240,217
76,316,240,216
79,320,239,215
81,317,239,216
84,317,238,217
87,319,239,214
89,316,239,215
89,316,240,214
89,317,239,213
90,317,239,213
90,318,240,211
91,317,239,212
91,315,240,213
90,316,240,212
90,314,240,213
89,315,238,212
89,317,237,211
90,315,234,212
91,309,232,218
90,304,232,224
89,303,236,226
87,302,235,226
85,301,236,227
83,301,235,227
83,303,235,226
82,303,240,230
81,301,224,231
80,296,208,235
80,293,187,238
80,290,161,240
80,287,140,242
80,287,133,242
79,283,133,245
78,280,132,248
75,280,135,247
76,282,133,245
78,284,130,244
80,288,128,240
80,290,125,238
82,293,121,237
84,294,115,236
86,295,112,239
82,295,116,240
80,295,118,239
76,295,123,240
73,292,128,242
69,290,133,245
68,288,125,237
65,287,127,228
61,288,122,220
55,288,120,212
48,287,129,208
42,282,137,205
38,280,144,209
31,277,151,218
28,273,155,219
20,270,164,217
13,266,172,222
10,262,178,223
4,259,187,217
4,256,189,216
8,256,187,216
6,255,190,213
5,255,190,211
7,256,186,208
4,258,189,208
4,260,188,203
3,261,186,202
3,261,186,199
