686,426,54,161
683,428,55,162
679,406,60,173
672,427,60,138
665,431,59,133
657,431,55,133
657,431,53,134
647,432,52,132
636,436,55,129
623,439,53,124
641,388,56,167
631,389,54,159
631,389,55,159
616,388,57,156
605,385,52,155
595,382,48,143
582,378,49,136
569,375,50,137
569,375,49,137
551,373,59,142
537,372,63,142
526,371,65,144
513,370,70,144
506,368,64,144
506,368,63,144
498,364,57,145
489,360,56,148
478,357,60,154
466,354,61,151
455,353,36,132
455,353,36,133
447,353,53,139
434,354,48,130
419,353,55,133
407,350,62,134
396,349,67,135
396,349,66,135
380,347,75,135
369,347,76,134
362,347,70,129
359,347,60,129
353,345,48,129
353,345,48,129
342,344,46,130
333,343,49,132
320,341,54,132
302,341,64,131
293,342,66,130
292,342,67,130
284,343,67,130
277,345,70,128
273,348,70,126
269,349,70,124
268,349,68,124
268,349,68,124
265,346,68,128
263,344,68,129
260,340,69,133
258,338,69,135
257,337,67,135
257,337,67,135
255,337,66,134
251,337,68,134
250,337,66,134
249,337,65,133
247,337,66,133
247,337,66,133
246,337,65,134
245,336,64,135
245,336,62,135
247,336,59,135
248,336,57,137
248,336,57,136
253,335,51,137
258,335,46,139
264,335,39,137
267,334,36,147
266,334,38,144
266,334,38,145
265,334,41,150
264,336,50,149
262,338,57,148
260,340,64,146
256,343,72,144
256,343,72,144
253,346,73,143
250,350,71,139
246,353,71,138
241,357,71,137
236,361,74,132
236,361,74,132
231,363,75,130
225,366,75,128
217,368,78,127
210,368,80,127
205,369,80,126
205,369,80,126
200,368,79,128
194,372,80,124
188,374,80,122
182,372,81,124
176,373,82,123
176,373,82,123
172,369,81,129
167,373,81,125
162,374,84,124
158,374,81,124
152,374,83,124
152,374,83,124
148,374,82,125
143,374,83,126
139,374,84,126
135,374,83,127
131,373,84,128
131,373,84,128
128,373,85,129
127,374,82,128
125,373,82,129
122,373,83,130
120,370,82,134
120,370,82,134
119,369,82,134
118,368,80,136
118,366,76,138
112,365,78,140
112,364,72,142
112,364,72,142
114,363,61,142
113,363,56,143
114,363,52,142
115,363,49,141
116,362,47,142
116,362,47,142
118,361,46,144
118,361,47,144
120,360,45,144
120,359,45,145
121,358,45,146
121,358,45,146
124,359,43,146
124,358,45,143
128,357,46,140
130,357,47,140
133,357,52,140
133,357,52,140
136,357,57,139
141,358,59,139
143,357,57,140
147,357,56,139
149,357,53,139
