137,320,233,191
135,317,230,194
131,317,230,196
129,319,228,197
124,320,226,198
124,320,222,202
126,320,216,207
124,323,215,206
123,325,215,207
121,326,215,206
122,327,213,207
124,326,210,209
124,328,207,210
126,329,204,210
126,332,203,210
128,335,201,208
131,336,198,208
130,339,198,208
138,339,190,209
141,341,189,209
145,340,186,210
146,340,186,209
143,339,187,209
142,337,187,212
140,339,188,212
139,342,188,212
139,345,190,213
141,346,190,214
142,347,191,212
146,347,190,212
148,348,190,212
149,350,191,213
152,351,190,212
151,351,190,211
150,350,191,211
151,349,191,211
150,348,191,211
150,347,192,210
151,342,192,211
151,340,192,210
153,336,191,211
154,334,190,210
153,330,190,210
153,325,190,211
150,322,191,211
145,318,194,212
146,316,191,211
143,315,192,210
140,312,193,212
138,311,193,212
137,310,193,212
134,306,194,212
130,303,193,211
125,297,194,212
118,294,195,212
112,292,197,212
109,293,196,213
110,294,193,212
108,295,192,212
108,295,192,214
109,297,191,214
110,300,191,213
110,302,191,212
109,303,192,210
109,304,193,211
110,304,192,213
108,305,193,213
109,307,192,211
110,308,191,212
109,309,193,211
111,309,192,212
112,309,192,212
113,309,193,213
114,310,191,212
114,312,191,213
115,313,191,211
116,313,191,211
118,314,190,210
118,314,191,210
118,315,191,210
118,316,191,211
120,316,191,212
121,317,191,211
124,319,190,209
127,318,189,209
130,318,189,210
131,318,190,207
134,318,190,209
135,316,189,210
136,316,189,211
136,316,190,211
136,316,190,210
136,314,190,210
137,315,190,210
137,315,189,209
136,313,190,210
137,313,188,210
136,313,186,209
134,311,184,211
135,308,183,215
136,305,182,216
135,305,181,218
134,304,183,220
132,303,185,222
131,304,183,220
129,303,185,219
112,304,198,223
101,302,202,225
107,299,179,227
102,295,163,230
104,292,137,234
104,289,111,237
105,287,105,238
105,286,105,239
105,283,104,242
101,282,106,242
100,283,107,241
99,286,107,237
101,289,104,235
100,291,104,234
100,295,102,231
97,296,101,231
96,298,99,230
89,298,105,232
81,298,115,232
78,297,117,232
76,295,119,233
75,292,122,234
70,290,122,231
67,290,122,223
61,289,120,215
54,290,119,205
54,289,121,209
46,288,131,210
40,282,138,216
34,278,145,220
33,274,124,220
26,271,132,227
24,268,126,226
19,265,130,232
17,263,130,229
16,259,129,232
15,258,125,235
15,257,122,235
13,257,115,229
11,258,113,135
10,260,111,124
9,262,108,125
8,262,109,120
8,264,108,113
