686,426,58,171
684,426,58,171
681,426,57,170
677,425,57,170
666,425,65,154
656,427,65,154
656,427,64,153
646,429,64,153
635,434,64,153
622,436,58,137
609,442,57,136
593,445,56,135
592,445,55,134
565,446,68,133
546,447,85,166
521,446,85,166
500,449,85,164
477,450,85,161
476,450,84,160
456,447,85,165
439,447,94,165
423,446,95,164
405,444,99,165
387,447,103,168
385,444,105,172
367,449,103,174
347,452,102,173
322,453,105,171
296,455,115,170
270,456,125,169
270,456,124,168
249,458,123,167
230,461,130,168
218,462,129,182
206,463,132,188
192,463,136,193
192,463,136,193
181,467,118,191
177,467,105,191
170,464,97,198
159,461,107,199
147,461,97,202
148,462,97,204
136,466,97,204
117,472,122,200
105,475,114,206
81,484,119,200
45,490,147,198
44,490,146,197
21,497,156,190
13,505,146,189
7,512,136,183
1,515,129,178
1,517,123,177
1,517,122,176
1,516,121,175
1,515,114,180
1,515,114,180
1,515,113,179
1,516,112,183
1,516,111,182
1,516,111,182
1,518,117,184
1,517,116,183
2,516,116,183
3,514,116,183
2,513,116,183
4,511,116,191
2,508,116,194
4,507,116,194
16,502,105,194
25,502,102,178
25,502,101,177
36,497,92,177
63,498,67,182
68,495,69,184
72,493,69,184
76,490,75,185
76,490,74,184
76,490,88,184
70,488,102,188
73,487,99,187
77,489,91,179
89,487,77,168
89,487,76,167
96,487,74,167
105,488,68,167
107,486,69,168
110,486,68,169
109,484,71,171
109,484,70,170
109,485,70,171
108,483,69,170
106,479,69,174
105,479,68,173
104,477,63,172
109,473,58,177
108,473,57,176
107,472,58,166
108,472,62,156
106,470,71,159
107,468,74,163
107,468,73,162
104,464,77,165
106,458,74,172
104,454,68,171
103,449,65,175
102,445,62,170
101,443,62,171
97,439,61,172
95,437,60,173
92,435,59,172
91,434,61,169
89,433,63,170
90,434,62,168
87,432,66,172
87,434,65,171
86,437,64,169
84,437,63,168
82,436,62,167
82,436,61,166
82,437,62,162
74,438,69,158
72,438,74,158
68,435,79,159
66,434,84,159
67,433,83,162
64,432,88,163
61,432,89,162
59,434,88,161
62,433,83,161
65,431,80,164
64,430,80,164
71,431,71,164
75,431,67,164
85,430,58,164
93,428,50,168
97,429,50,168
98,427,49,170
99,427,49,170
100,429,58,167
102,429,71,167
104,429,76,167
106,434,79,164
106,434,79,164
109,434,78,163
112,434,77,162
113,432,80,166
115,432,79,165
119,432,74,164
