144,231,39,96
146,230,39,96
148,230,39,96
150,229,39,96
152,228,39,96
153,227,39,96
155,226,39,96
157,225,39,96
158,224,39,96
160,222,39,96
161,221,39,96
188,256,39,96
189,255,39,96
327,160,39,96
327,161,39,96
327,161,39,96
327,161,39,96
327,160,39,96
327,160,39,96
327,160,39,96
327,160,39,96
301,159,39,96
327,159,39,96
327,162,39,96
327,162,39,96
327,159,39,96
194,204,39,96
195,203,39,96
196,203,39,96
198,202,39,96
199,202,39,96
201,198,39,96
202,196,39,96
204,196,39,96
205,197,39,96
206,196,39,96
207,196,39,96
208,198,39,96
209,198,39,96
210,197,39,96
187,260,39,96
185,261,39,96
214,196,39,96
215,196,39,96
217,198,39,96
217,200,39,96
208,200,39,96
206,200,39,96
203,201,39,96
171,264,39,96
167,264,39,96
266,181,39,96
216,183,39,96
212,184,39,96
210,187,39,96
275,193,39,96
397,197,39,96
268,198,39,96
179,218,39,96
182,219,39,96
181,218,39,96
178,217,39,96
178,217,39,96
177,216,39,96
177,215,39,96
177,215,39,96
174,214,39,96
174,213,39,96
173,212,39,96
172,210,39,96
171,208,39,96
169,207,39,96
167,206,39,96
167,206,39,96
165,206,39,96
163,204,39,96
162,202,39,96
161,202,39,96
160,201,39,96
158,201,39,96
158,197,39,96
158,197,39,96
159,197,39,96
160,196,39,96
161,195,39,96
162,195,39,96
163,195,39,96
163,195,39,96
168,196,39,96
168,196,39,96
171,195,39,96
173,194,39,96
173,192,39,96
174,192,39,96
180,191,39,96
185,191,39,96
185,192,39,96
185,193,39,96
187,193,39,96
188,192,39,96
184,180,39,96
185,179,39,96
186,179,39,96
187,177,39,96
188,176,39,96
189,175,39,96
190,175,39,96
190,176,39,96
192,176,39,96
193,176,39,96
194,176,39,96
195,175,39,96
196,174,39,96
196,176,39,96
197,172,39,96
198,171,39,96
207,247,39,96
209,242,39,96
222,194,39,96
222,195,39,96
193,189,39,96
227,195,39,96
230,199,39,96
231,199,39,96
231,199,39,96
231,200,39,96
232,200,39,96
232,200,39,96
232,200,39,96
232,200,39,96
233,197,39,96
220,201,39,96
222,201,39,96
224,200,39,96
225,200,39,96
232,204,39,96
233,203,39,96
235,204,39,96
236,204,39,96
236,203,39,96
235,201,39,96
233,197,39,96
234,198,39,96
234,198,39,96
235,198,39,96
235,198,39,96
235,198,39,96
235,198,39,96
235,198,39,96
235,198,39,96
