256,48,175,312
257,48,175,312
257,48,175,312
265,48,175,312
273,48,175,312
276,48,175,312
302,48,175,312
465,30,175,312
465,30,175,312
462,30,175,312
450,25,175,312
445,21,175,312
438,18,175,312
430,18,175,312
430,18,175,312
424,16,175,312
413,11,175,312
407,11,175,312
248,44,175,312
245,48,175,312
245,48,175,312
240,48,175,312
232,48,175,312
228,48,175,312
225,48,175,312
220,48,175,312
220,48,175,312
218,48,175,312
332,22,175,312
332,21,175,312
332,22,175,312
370,0,175,312
370,0,175,312
370,0,175,312
374,0,175,312
377,0,175,312
376,0,175,312
376,0,175,312
376,0,175,312
376,0,175,312
368,0,175,312
370,0,175,312
371,0,175,312
370,4,175,312
370,4,175,312
366,5,175,312
368,3,175,312
368,4,175,312
371,2,175,312
375,1,175,312
375,1,175,312
370,1,175,312
367,1,175,312
369,3,175,312
372,7,175,312
379,11,175,312
379,11,175,312
387,15,175,312
390,22,175,312
396,23,175,312
403,24,175,312
405,27,175,312
405,27,175,312
407,31,175,312
425,30,175,312
425,37,175,312
432,35,175,312
441,35,175,312
441,35,175,312
444,43,175,312
451,48,175,312
453,48,175,312
458,43,175,312
462,45,175,312
462,45,175,312
463,48,175,312
465,48,175,312
274,31,175,312
275,36,175,312
275,38,175,312
275,38,175,312
275,41,175,312
280,38,175,312
281,30,175,312
280,34,175,312
271,48,175,312
271,48,175,312
273,37,175,312
347,48,175,312
346,48,175,312
347,48,175,312
347,48,175,312
347,48,175,312
349,48,175,312
358,48,175,312
366,48,175,312
375,48,175,312
382,48,175,312
382,48,175,312
384,48,175,312
390,48,175,312
398,48,175,312
401,48,175,312
407,48,175,312
407,48,175,312
416,48,175,312
420,48,175,312
423,48,175,312
426,48,175,312
426,48,175,312
426,48,175,312
426,48,175,312
435,48,175,312
433,48,175,312
439,48,175,312
447,48,175,312
447,48,175,312
447,48,175,312
454,48,175,312
337,33,175,312
335,28,175,312
456,48,175,312
456,48,175,312
458,48,175,312
459,48,175,312
458,48,175,312
458,48,175,312
464,48,175,312
464,48,175,312
464,48,175,312
460,48,175,312
461,48,175,312
461,48,175,312
458,43,175,312
458,43,175,312
459,40,175,312
459,37,175,312
462,36,175,312
464,32,175,312
463,31,175,312
463,31,175,312
462,29,175,312
462,26,175,312
461,24,175,312
464,20,175,312
461,19,175,312
461,19,175,312
458,21,175,312
458,17,175,312
461,16,175,312
